sql,sentences_fr
SELECT state_name FROM state WHERE density = ( SELECT MIN ( density ) FROM state );,quel état a la plus faible densité de population
SELECT state_name FROM state WHERE density = ( SELECT MIN ( density ) FROM state );,quel état a la plus faible densité de population
SELECT state_name FROM state WHERE density = ( SELECT MIN ( density ) FROM state );,quel état a la plus faible densité de population
SELECT state_name FROM state WHERE density = ( SELECT MIN ( density ) FROM state );,quel état a la plus faible densité de population
SELECT state_name FROM state WHERE density = ( SELECT MIN ( density ) FROM state );,quel état a la plus petite densité de population
"SELECT highest_point FROM highlow WHERE state_name = ""texas"";",où est le point culminant du texas
"SELECT highest_point FROM highlow WHERE state_name = ""texas"";",quel est le point culminant du texas
"SELECT highest_point FROM highlow WHERE state_name = ""texas"";",quel est le point culminant du texas
"SELECT highest_point FROM highlow WHERE state_name = ""texas"";",quelle est la plus haute montagne du texas
"SELECT highest_point FROM highlow WHERE state_name = ""texas"";",pourriez-vous me dire quel est le point culminant de l'état du texas
SELECT state_name FROM state WHERE state_name NOT IN ( SELECT state_name FROM border_info );,quels états n'ont pas d'état limitrophe
SELECT state_name FROM state WHERE state_name NOT IN ( SELECT state_name FROM border_info );,nommer les états qui n'ont pas d'états environnants
SELECT state_name FROM state WHERE state_name NOT IN ( SELECT state_name FROM border_info );,quels états ne bordent aucun autre état
SELECT area FROM state WHERE density = ( SELECT MIN ( density ) FROM state );,quelle est la zone de l'état avec la plus petite densité de population
"SELECT COUNT ( state_name ) FROM highlow WHERE lowest_elevation < ( SELECT lowest_elevation FROM highlow WHERE state_name = ""alabama"" );",compter les états qui ont des altitudes inférieures à ce que l'Alabama a
"SELECT highest_elevation FROM highlow WHERE highest_point = ""guadalupe peak"";",quelle est la hauteur du pic de guadalupe
"SELECT highest_elevation FROM highlow WHERE highest_point = ""guadalupe peak"";",quelle est la hauteur du pic de guadalupe
"SELECT highest_elevation FROM highlow WHERE highest_point = ""guadalupe peak"";",quelle est l'altitude maximale du pic de guadalupe
SELECT MAX ( highest_elevation ) FROM highlow;,quelle est la hauteur du point culminant de l'amérique
SELECT MAX ( highest_elevation ) FROM highlow;,quelle est la plus haute altitude aux états-unis
SELECT MAX ( highest_elevation ) FROM highlow;,quelle est l'altitude du point culminant des états-unis
SELECT MAX ( highest_elevation ) FROM highlow;,quelle est la hauteur du point culminant des états-unis
"SELECT LENGTH FROM river WHERE river_name = ""rio grande"";",combien de temps dure le rio grande
"SELECT LENGTH FROM river WHERE river_name = ""rio grande"";",quelle est la longueur du fleuve rio grande
"SELECT LENGTH FROM river WHERE river_name = ""rio grande"";",quelle est la longueur du rio grande
"SELECT LENGTH FROM river WHERE river_name = ""rio grande"";",combien de temps dure le rio grande
"SELECT LENGTH FROM river WHERE river_name = ""rio grande"";",combien de temps mesure la rivière rio grande en miles
"SELECT LENGTH FROM river WHERE river_name = ""rio grande"";",combien de temps dure le rio grande
"SELECT LENGTH FROM river WHERE LENGTH = ( SELECT MAX ( LENGTH ) FROM river WHERE traverse = ""texas"" ) AND traverse = ""texas"";",combien de temps dure la plus longue rivière du texas
"SELECT LENGTH FROM river WHERE LENGTH = ( SELECT MAX ( LENGTH ) FROM river WHERE traverse = ""texas"" ) AND traverse = ""texas"";",quelle est la longueur de la plus longue rivière qui traverse le texas
"SELECT COUNT ( capital ) FROM state WHERE state_name = ""rhode island"";",combien de capitales a rhode island
SELECT COUNT ( city_name ) FROM city;,combien y a-t-il de villes aux états-unis
SELECT COUNT ( city_name ) FROM city;,combien de villes les états-unis ont-ils
SELECT COUNT ( city_name ) FROM city;,combien de villes y a-t-il aux états-unis
SELECT COUNT ( city_name ) FROM city;,combien y a-t-il de villes aux états-unis
SELECT COUNT ( city_name ) FROM city;,combien de villes y a-t-il en nous
SELECT COUNT ( city_name ) FROM city WHERE population > 150000;,combien y a-t-il de grandes villes
SELECT population FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,combien de citoyens la plus grande ville compte-t-elle aux états-unis ?
"SELECT COUNT ( river_name ) FROM river WHERE river_name = ""colorado"";",combien y a-t-il de rivières colorado
"SELECT COUNT ( river_name ) FROM river WHERE river_name = ""colorado"";",combien de rivières s'appellent colorado
"SELECT population FROM city WHERE city_name = ""seattle"" AND state_name = ""washington"";",quelle est la population de seattle washington
"SELECT population FROM city WHERE city_name = ""seattle"" AND state_name = ""washington"";",combien de personnes vivent à seattle washington
"SELECT population FROM city WHERE population = ( SELECT MAX ( population ) FROM city WHERE state_name = ""alaska"" ) AND state_name = ""alaska"";",combien de personnes vivent dans la plus grande ville de l'état de l'alaska
"SELECT population FROM city WHERE population = ( SELECT MAX ( population ) FROM city WHERE state_name = ""alaska"" ) AND state_name = ""alaska"";",quelle est la taille de la plus grande ville d'alaska
"SELECT population FROM city WHERE city_name = ( SELECT capital FROM state WHERE state_name = ""texas"" );",combien de personnes vivent dans la capitale du texas
"SELECT population FROM city WHERE city_name = ( SELECT capital FROM state WHERE state_name = ""texas"" );",quelle est la taille de la capitale du texas
SELECT SUM ( population ) FROM state;,combien de personnes vivent aux etats unis
SELECT SUM ( population ) FROM state;,quelle est la population combinée des 50 états
SELECT COUNT ( state_name ) FROM state;,combien d'états sont aux états-unis
SELECT COUNT ( state_name ) FROM state;,combien y a-t-il d'états
SELECT COUNT ( state_name ) FROM state;,combien d'états y a-t-il aux états-unis
SELECT COUNT ( state_name ) FROM state;,combien d'états les états-unis ont-ils
SELECT COUNT ( state_name ) FROM state;,combien y a-t-il d'états aux états-unis
SELECT COUNT ( state_name ) FROM state;,combien y a-t-il d'états aux états-unis
"SELECT COUNT ( border ) FROM border_info WHERE state_name = ""kentucky"";",combien d'états bordent le kentucky
"SELECT COUNT ( border ) FROM border_info WHERE state_name = ""kentucky"";",combien d'états borde le kentucky
"SELECT COUNT ( border ) FROM border_info WHERE state_name = ""kentucky"";",kentucky borde combien d'états
"SELECT COUNT ( border ) FROM border_info WHERE state_name = ""kentucky"";",nombre d'états limitrophes du kentucky
"SELECT COUNT ( border ) FROM border_info WHERE state_name = ""kentucky"";",quel est le nombre d'états voisins pour le kentucky
SELECT COUNT ( border ) FROM border_info WHERE state_name IN ( SELECT state_name FROM state WHERE population = ( SELECT MAX ( population ) FROM state ) );,combien d'états bordent l'état avec la plus grande population
SELECT COUNT ( DISTINCT state_name ) FROM state WHERE state_name NOT IN ( SELECT traverse FROM river );,combien d'états n'ont pas de rivières
SELECT COUNT ( state_name ) FROM highlow WHERE highest_elevation > ( SELECT highest_elevation FROM highlow WHERE state_name = ( SELECT state_name FROM state WHERE capital = ( SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city ) ) ) );,combien d'états ont un point plus élevé que le point le plus élevé de l'état avec la plus grande capitale des états-unis
"SELECT river_name FROM river WHERE LENGTH > 750 AND traverse = ""illinois"";",nommer les principales rivières de l'illinois
"SELECT river_name FROM river WHERE LENGTH > 750 AND traverse = ""illinois"";",quelles sont les principales rivières de l'illinois
"SELECT river_name FROM river WHERE LENGTH > 750 AND traverse = ""illinois"";",quelles sont les principales rivières de l'illinois
"SELECT river_name FROM river WHERE LENGTH > 750 AND traverse = ""illinois"";",quels grands fleuves traversent l'illinois
"SELECT traverse FROM river WHERE LENGTH = ( SELECT MAX ( LENGTH ) FROM river WHERE traverse = ""texas"" );",quels états traversent le plus long fleuve du texas
"SELECT capital FROM state WHERE state_name = ""texas"";",quelle est la capitale du texas
"SELECT capital FROM state WHERE state_name = ""texas"";",quelle est la capitale du texas
"SELECT capital FROM state WHERE state_name = ""texas"";",quelle est la capitale de l'état du texas
"SELECT capital FROM state WHERE state_name = ""texas"";",quelle est la capitale du texas
"SELECT capital FROM state WHERE state_name = ""texas"";",quelle est la capitale de l'état du texas
"SELECT capital FROM state WHERE state_name = ""texas"";",pouvez-vous me dire la capitale du texas
"SELECT t2.capital FROM state AS t2 JOIN border_info AS t1 ON t2.state_name = t1.border WHERE t1.state_name = ""texas"";",quelles sont les capitales des états qui bordent le texas
"SELECT t2.capital FROM state AS t2 JOIN border_info AS t1 ON t2.state_name = t1.border WHERE t1.state_name = ""texas"";",quelles sont les capitales des états qui bordent le texas
"SELECT t2.capital FROM state AS t2 JOIN border_info AS t1 ON t2.state_name = t1.border WHERE t1.state_name = ""texas"";",quelles sont les capitales des états qui bordent le texas
"SELECT t2.capital FROM state AS t2 JOIN border_info AS t1 ON t2.state_name = t1.border WHERE t1.state_name = ""texas"";",quelles capitales sont dans les états qui bordent le texas
"SELECT city_name FROM city WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quelles sont les villes des états traversés par le mississippi
SELECT city_name FROM city WHERE state_name IN ( SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow ) );,quelles sont les villes de l'état avec le point culminant
SELECT highest_point FROM highlow;,quels sont les points les plus élevés de tous les états
"SELECT city_name FROM city WHERE population > 150000 AND state_name = ""kansas"";",quelles sont les principales villes du kansas
"SELECT city_name FROM city WHERE population > 150000 AND state_name = ""kansas"";",quelles sont les principales villes de l'état du kansas
"SELECT city_name FROM city WHERE population > 150000 AND state_name = ""kansas"";",quelles grandes villes sont situées dans le kansas
"SELECT city_name FROM city WHERE population > 150000 AND state_name = ""kansas"";",afficher les principales villes du kansas
"SELECT city_name FROM city WHERE population > 150000 AND state_name = ""kansas"";",quels sont les noms des principales villes du kansas
"SELECT city_name FROM city WHERE population > 150000 AND state_name = ""kansas"";",quelles sont les principales villes du kansas
"SELECT city_name FROM city WHERE population > 150000 AND state_name = ""kansas"";",quelles sont les principales villes du kansas
"SELECT city_name FROM city WHERE population > 150000 AND state_name IN ( SELECT traverse FROM river WHERE LENGTH > 750 AND river_name = ""mississippi"" );",quelles sont les principales villes des états traversés par le mississippi
SELECT city_name FROM city WHERE population > 150000;,quelles sont les principales villes des états-unis
SELECT city_name FROM city WHERE population > 150000;,quelles sont les grandes villes des états-unis
SELECT city_name FROM city WHERE population > 150000;,quelles sont les principales villes des états-unis
SELECT density FROM state;,quelles sont les densités de population de chaque état américain
"SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quelles sont les populations des états traversés par le fleuve mississippi
"SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quelles sont les populations des états traversés par le mississippi
"SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quelles sont les populations des états traversés par le mississippi
"SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quelles sont les populations des états traversés par le fleuve mississippi
"SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quelles sont les populations des états traversés par le mississippi
"SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quelles sont les populations des états traversés par le fleuve mississippi
"SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quelles sont les populations des états traversés par le mississippi
"SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quelles sont les populations des états traversés par le fleuve mississippi
"SELECT t2.population FROM state AS t2 JOIN border_info AS t1 ON t2.state_name = t1.border WHERE t1.state_name = ""texas"";",quelles sont les populations des états qui bordent le texas
"SELECT population FROM city WHERE population > 150000 AND state_name = ""wisconsin"";",quelles sont les populations des grandes villes du wisconsin
"SELECT population FROM city WHERE population > 150000 AND state_name = ""wisconsin"";",quelles sont les populations de toutes les grandes villes du wisconsin
"SELECT population FROM city WHERE population > 150000 AND state_name = ""wisconsin"";",quelle est la population des grandes villes du wisconsin
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,quelle ville a le plus de monde
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,quelle ville des états-unis a la plus forte densité de population
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,quelle est la ville la plus peuplée
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,quelle ville américaine a la plus forte densité de population
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,quelle est la plus grande ville des états-unis
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,quelle est la plus grande ville
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,quelle ville a la plus grande population
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,quelle est la plus grande ville des états-unis
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city );,quelle est la plus grande ville des états-unis
SELECT city_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quelle est la plus grande capitale des états-unis
SELECT city_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quelle est la plus grande capitale des états-unis
SELECT city_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quelle est la plus grande capitale d'état en population
SELECT city_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quelle est la plus grande capitale
SELECT city_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quelle est la capitale la plus peuplée des états-unis
SELECT city_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quel capital est le plus grand aux états-unis
SELECT city_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quelle capitale a la plus grande population
SELECT city_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quelle est la plus grande capitale
"SELECT t2.capital FROM state AS t2 JOIN city AS t1 ON t2.state_name = t1.state_name WHERE t1.city_name = ""durham"";",quelle est la capitale des états qui ont des villes nommées durham
SELECT capital FROM state WHERE area = ( SELECT MIN ( area ) FROM state );,quelle est la capitale du plus petit état
SELECT DISTINCT capital FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quelle est la capitale de l'état avec la plus grande densité de population
SELECT capital FROM state WHERE population = ( SELECT MAX ( population ) FROM state );,quelle est la capitale de l'état avec la plus grande population
SELECT capital FROM state WHERE population = ( SELECT MAX ( population ) FROM state );,quelle est la capitale de l'état avec le plus d'habitants
SELECT capital FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE LENGTH = ( SELECT MAX ( LENGTH ) FROM river ) );,quelle est la capitale de l'état avec le plus long fleuve
SELECT SUM ( area ) FROM state;,quelle est la superficie combinée des 50 états
SELECT SUM ( area ) FROM state;,quelle est l'aire de tous les états réunis
SELECT SUM ( area ) FROM state;,combien de kilomètres carrés aux états-unis
SELECT SUM ( area ) FROM state;,quelle est la superficie totale des états-unis
"SELECT density FROM state WHERE state_name = ""wyoming"";",quelle est la densité du wyoming
"SELECT density FROM state WHERE state_name = ""wyoming"";",quelle est la densité de population du wyoming
"SELECT density FROM state WHERE state_name = ""wyoming"";",quelle est la densité du wyoming
SELECT mountain_name FROM mountain WHERE mountain_altitude = ( SELECT MAX ( mountain_altitude ) FROM mountain );,quelle est la plus haute montagne des états-unis
SELECT mountain_name FROM mountain WHERE mountain_altitude = ( SELECT MAX ( mountain_altitude ) FROM mountain );,quelle est la plus haute montagne en nous
SELECT mountain_name FROM mountain WHERE mountain_altitude = ( SELECT MAX ( mountain_altitude ) FROM mountain );,quelle est la plus haute montagne d'amérique
SELECT mountain_name FROM mountain WHERE mountain_altitude = ( SELECT MAX ( mountain_altitude ) FROM mountain );,quelle est la plus haute montagne des états-unis
"SELECT highest_point FROM highlow WHERE state_name IN ( SELECT state_name FROM state WHERE capital = ""des moines"" );",quel est le point culminant de l'état avec la capitale des moines
"SELECT highest_point FROM highlow WHERE state_name IN ( SELECT state_name FROM state WHERE capital = ""des moines"" );",quel est le point culminant de l'état avec la capitale des moines
SELECT highest_point FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel est le point culminant des états-unis
SELECT highest_point FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel est le point culminant des états-unis
SELECT highest_point FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel est le point culminant du pays
SELECT highest_point FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel est le point culminant des états-unis
SELECT highest_point FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel est le point culminant des états-unis
SELECT highest_point FROM highlow WHERE state_name IN ( SELECT state_name FROM state WHERE density = ( SELECT MIN ( density ) FROM state ) );,quel est le point culminant de l'état avec la plus petite densité de population
"SELECT city_name FROM city WHERE state_name IN ( SELECT state_name FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" ) AND area = ( SELECT MIN ( area ) FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" ) ) ) ORDER BY population DESC LIMIT 1;",quelle est la plus grande ville du plus petit état traversé par le mississippi
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city WHERE state_name IN ( SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state ) ) ) AND state_name IN ( SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state ) );,quelle est la plus grande ville du plus petit état des états-unis
SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city WHERE state_name IN ( SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state ) ) ) AND state_name IN ( SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state ) );,quelle est la plus grande ville du plus petit état
"SELECT state_name FROM state WHERE area = ( SELECT MAX ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" );",quel est le plus grand état bordant la californie
"SELECT state_name FROM state WHERE area = ( SELECT MAX ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" );",quel est le plus grand état qui borde la californie
"SELECT state_name FROM state WHERE area = ( SELECT MAX ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" );",quel état qui borde la californie est le plus grand
SELECT river_name FROM river WHERE LENGTH = ( SELECT MAX ( LENGTH ) FROM river WHERE traverse IN ( SELECT state_name FROM state WHERE area = ( SELECT MAX ( area ) FROM state ) ) ) AND traverse IN ( SELECT state_name FROM state WHERE area = ( SELECT MAX ( area ) FROM state ) );,quel est le plus long fleuve du plus grand état
"SELECT river_name FROM river WHERE LENGTH = ( SELECT MAX ( LENGTH ) FROM river WHERE traverse IN ( SELECT border FROM border_info WHERE state_name = ""tennessee"" ) ) AND traverse IN ( SELECT border FROM border_info WHERE state_name = ""tennessee"" );",quelle est la plus longue rivière des états qui bordent le tennessee
"SELECT river_name FROM river WHERE LENGTH = ( SELECT MAX ( LENGTH ) FROM river WHERE traverse IN ( SELECT border FROM border_info WHERE state_name = ""tennessee"" ) ) AND traverse IN ( SELECT border FROM border_info WHERE state_name = ""tennessee"" );",quelle est la plus longue rivière qui traverse un état qui borde le tennessee
"SELECT river_name FROM river WHERE LENGTH = ( SELECT MAX ( LENGTH ) FROM river WHERE traverse IN ( SELECT border FROM border_info WHERE state_name = ""tennessee"" ) ) AND traverse IN ( SELECT border FROM border_info WHERE state_name = ""tennessee"" );",quelle est la plus longue rivière qui traverse un état qui borde le tennessee
SELECT river_name FROM river WHERE traverse = ( SELECT state_name FROM city WHERE population > 150000 GROUP BY state_name ORDER BY COUNT ( city_name ) DESC LIMIT 1 ) ORDER BY LENGTH DESC LIMIT 1;,quel est le plus long fleuve de l'état avec le plus de grandes villes
"SELECT lowest_point FROM highlow WHERE state_name = ""iowa"";",quel est le point le plus bas de l'iowa
"SELECT lowest_point FROM highlow WHERE state_name = ""iowa"";",quel est le point le plus bas de l'iowa en mètres
"SELECT lowest_point FROM highlow WHERE state_name = ""iowa"";",quel est le point le plus bas de l'état de l'iowa
"SELECT lowest_point FROM highlow WHERE state_name = ""iowa"";",où est le point le plus bas de l'iowa
"SELECT lowest_point FROM highlow WHERE state_name = ""iowa"";",quel est le point le plus bas de l'iowa
"SELECT lowest_point FROM highlow WHERE state_name = ""iowa"";",où est le point le plus bas de l'iowa
SELECT lowest_point FROM highlow WHERE lowest_elevation = ( SELECT MIN ( lowest_elevation ) FROM highlow );,quel est le point le plus bas aux états-unis
SELECT lowest_point FROM highlow WHERE lowest_elevation = ( SELECT MIN ( lowest_elevation ) FROM highlow );,quel est le point le plus bas aux états-unis
SELECT lowest_point FROM highlow WHERE lowest_elevation = ( SELECT MIN ( lowest_elevation ) FROM highlow );,où est le point le plus bas aux états-unis
SELECT lowest_point FROM highlow WHERE lowest_elevation = ( SELECT MIN ( lowest_elevation ) FROM highlow );,quel est le point le plus bas des états-unis
"SELECT lowest_point FROM highlow WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" ) ORDER BY lowest_elevation LIMIT 1;",quel est le point le plus bas de tous les états traversés par le fleuve mississippi
"SELECT lowest_point FROM highlow WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" ) ORDER BY lowest_elevation LIMIT 1;",qui est le point le plus bas des états traversés par le mississippi
SELECT state_name FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quel est l'état le plus dense des états-unis
SELECT state_name FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quel état a la densité de population la plus élevée
SELECT state_name FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quel état a la plus grande densité
SELECT state_name FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quel état a la densité de population la plus élevée
SELECT state_name FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quel état a la plus grande densité de population
SELECT state_name FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quel état a la plus grande densité de population
SELECT state_name FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quel est l'état avec la plus grande densité aux états-unis
SELECT state_name FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quel est l'état avec la plus grande densité de population
SELECT state_name FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quel état a la plus grande densité
"SELECT state_name FROM state WHERE population = ( SELECT MAX ( population ) FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" ) ) AND state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quel est l'état le plus peuplé traversé par le mississippi
"SELECT state_name FROM state WHERE population = ( SELECT MAX ( population ) FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" ) ) AND state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quel état traversé par le mississippi a la plus grande population
SELECT density FROM state WHERE area = ( SELECT MAX ( area ) FROM state );,quelle est la densité de population du plus grand état
SELECT population FROM city WHERE population = ( SELECT MAX ( population ) FROM city WHERE state_name IN ( SELECT state_name FROM state WHERE area = ( SELECT MAX ( area ) FROM state ) ) ) AND state_name IN ( SELECT state_name FROM state WHERE area = ( SELECT MAX ( area ) FROM state ) );,quelle est la population de la plus grande ville de l'état avec la plus grande superficie
SELECT population FROM state WHERE area = ( SELECT MIN ( area ) FROM state );,quelle est la population du plus petit état
SELECT population FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,quelle est la population de l'état avec la plus forte densité de population
SELECT population FROM state WHERE density = ( SELECT MAX ( density ) FROM state );,combien de personnes vivent dans l'état avec la plus grande densité de population
SELECT city_name FROM city WHERE population = ( SELECT MIN ( population ) FROM city );,quelle est la plus petite ville des états-unis
SELECT city_name FROM city WHERE population = ( SELECT MIN ( population ) FROM city );,quelle est la plus petite ville des états-unis
SELECT city_name FROM city WHERE population = ( SELECT MIN ( population ) FROM city );,quelle ville a le moins d'habitants
SELECT city_name FROM city WHERE population = ( SELECT MIN ( population ) FROM city );,quelle est la ville la moins peuplée
"SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""texas"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""texas"" );",quel est le plus petit état bordant le texas
"SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""texas"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""texas"" );",quel est le plus petit état qui borde le texas
"SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""texas"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""texas"" );",quel état a la plus petite superficie qui borde le texas
"SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" ) ) AND state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quel est le plus petit état traversé par le fleuve mississippi
SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state );,quel est l'état avec la plus petite superficie
SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state );,quel est le plus petit état
SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state );,quel état est le plus petit
SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state );,quel est le plus petit état des états-unis
SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state );,quel est le plus petit état par zone
SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state );,quel état a la plus petite superficie
SELECT SUM ( LENGTH ) FROM river;,quelle est la longueur totale de toutes les rivières aux états-unis
SELECT river_name FROM river GROUP BY ( river_name ) ORDER BY COUNT ( DISTINCT traverse ) DESC LIMIT 1;,quelle rivière traverse le plus d'états
SELECT river_name FROM river GROUP BY ( river_name ) ORDER BY COUNT ( DISTINCT traverse ) DESC LIMIT 1;,quelle rivière traverse le plus d'états
SELECT river_name FROM river GROUP BY ( river_name ) ORDER BY COUNT ( DISTINCT traverse ) DESC LIMIT 1;,quelle rivière traverse la plupart des états
SELECT river_name FROM river GROUP BY ( river_name ) ORDER BY COUNT ( DISTINCT traverse ) DESC LIMIT 1;,quelle rivière traverse la plupart des états
SELECT river_name FROM river GROUP BY ( river_name ) ORDER BY COUNT ( DISTINCT traverse ) DESC LIMIT 1;,quelle rivière traverse le plus d'états
SELECT river_name FROM river GROUP BY ( river_name ) ORDER BY COUNT ( DISTINCT traverse ) DESC LIMIT 1;,quelle rivière traverse le plus d'états
SELECT river_name FROM river GROUP BY ( river_name ) ORDER BY COUNT ( DISTINCT traverse ) DESC LIMIT 1;,quelle rivière traverse le plus d'états
"SELECT river_name FROM river WHERE traverse IN ( SELECT border FROM border_info WHERE state_name = ""alabama"" );",quelles rivières sont dans les états qui bordent l'alabama
"SELECT river_name FROM river WHERE traverse IN ( SELECT border FROM border_info WHERE state_name = ""alabama"" );",quelles rivières traversent les états bordant l'alabama
"SELECT river_name FROM river WHERE traverse IN ( SELECT border FROM border_info WHERE state_name = ""alabama"" );",quelles rivières traversent les États bordant l'Alabama
